Ticker,Last,Change %,Change,Rating,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
NOW,460.47,-4.471,-21.55,Buy,22977926,88318146000,128.046,3.85,10371,Technology Services
NP,36.89,-16.689,-7.39,Sell,1864674,619833158,,-0.243,2324,Process Industries
NPA,10.18,0.792,0.08,Buy,801641,292675000,199.606,0.051,3,Finance
NPK,82.29,-8.495,-7.64,Sell,520288,577790183,11.952,6.976,919,Consumer Durables
NPO,54.54,-6.801,-3.98,Sell,1530164,1118915370,161.74,0.339,5300,Producer Manufacturing
NPTN,5.89,-11.562,-0.77,Sell,20440301,291940206,19.301,0.337,1690,Electronic Technology
NR,1.3,-33.333,-0.65,Sell,9124606,117845520,,-0.634,2200,Industrial Services
NRBO,5.47,-10.033,-0.61,Sell,426252,89855690,,-7.175,12,Health Technology
NRC,46.51,-16.946,-9.49,Sell,487484,1173958910,34.353,1.452,480,Health Services
NRG,28.52,-17.117,-5.89,Sell,36994008,6962815760,1.707,17.027,4577,Utilities
NRIM,23.48,-12.746,-3.43,Sell,595281,149521814,7.074,3.555,431,Finance
NRIX,29.52,26.154,6.12,,4359776,1093361760,,,93,Health Technology
NRP,11.8657,3.812,0.44,Sell,226552,145487721,,-17.294,56,Energy Minerals
NS,10.69,-21.107,-2.86,Sell,9600443,1167294550,,-1.238,1441,Distribution Services
NSC,213.43,0.423,0.9,Buy,23991709,54447913870,26.956,8.075,,Transportation
NSCO,3.98,-0.5,-0.02,Sell,759784,195154922,,-0.982,400,Finance
NSEC,11.859,-4.286,-0.53,Sell,3815,30020466,,-1.333,78,Finance
NSIT,55.37,-7.416,-4.44,Buy,4691875,1941903418,13.474,4.269,11261,Technology Services
NSP,62.94,-6.576,-4.43,Strong Sell,5889224,2442128646,16.086,4.072,3500,Commercial Services
NSPR,0.317,-19.645,-0.08,Sell,39046457,10574391,,-2.454,48,Health Technology
NSSC,22.71,-8.832,-2.2,Sell,1660489,416669454,49.804,0.46,1161,Producer Manufacturing
NSTG,43.63,7.782,3.15,Strong Buy,6337417,1657329180,,-1.735,551,Health Technology
NSYS,4.692,-14.691,-0.81,Buy,503529,12469131,17.66,0.264,784,Electronic Technology
NTAP,41.19,-13.083,-6.2,Sell,44191945,9144385950,12.073,3.499,10800,Electronic Technology
NTB,21.55,-14.484,-3.65,Sell,3130792,1142262060,7.287,3.084,1512,Finance
NTCT,20.71,-10.501,-2.43,Sell,9222389,1500547192,179.209,0.122,2502,Technology Services
NTEC,0.26,-15.584,-0.05,Sell,44897634,18009030,,-0.92,49,Health Technology
NTGR,30.3,-9.145,-3.05,Buy,4247824,906076050,69.751,0.452,809,Technology Services
NTIC,8.33,0.241,0.02,Sell,221689,75802917,63.668,0.138,137,Process Industries
NTIP,2.1801,-0.905,-0.02,Sell,255600,52369926,,-0.136,3,Commercial Services
NTLA,21.08,-2.317,-0.5,Buy,15302192,1238251848,,-2.297,270,Health Technology
NTN,1.79,-1.105,-0.02,Strong Sell,33259303,5278370,,-1.687,39,Consumer Services
NTNX,21.39,-25.496,-7.32,Sell,53556749,4319683634,,-4.49,,Technology Services
NTP,9.79,6.298,0.58,Buy,1063784,381173650,,-0.398,105,Electronic Technology
NTR,39.5,7.133,2.63,Sell,25828304,22481267000,27.654,1.464,22300,Process Industries
NTRA,62.33,-2.166,-1.38,Buy,15322610,5239116985,,-1.994,1039,Health Services
NTRP,1.18,9.259,0.1,Sell,2086315,28057450,,-0.765,7,Health Technology
NTRS,75.99,-7.205,-5.9,Sell,21804477,15812987070,12.126,6.443,19800,Finance
NTST,17.12,-6.652,-1.22,,6385736,411605888,,,,Finance
NTUS,17.12,-5.727,-1.04,Sell,3879270,579878368,,-0.022,1484,Health Technology
NTWK,2.93,-0.678,-0.02,Strong Sell,347177,35273391,10.503,0.278,1360,Technology Services
NUAN,32.685,9.095,2.73,Buy,81607520,9227073555,61.064,0.561,8100,Technology Services
NUE,44.67,-1.738,-0.79,Sell,35118760,13485649650,27.345,1.672,26800,Non-Energy Minerals
NURO,1.55,-10.405,-0.18,Sell,4649405,5866223,,-3.002,23,Health Technology
NUS,50.8,7.468,3.53,Buy,7338160,2610469760,19.951,2.681,24900,Consumer Non-Durables
NUVA,49.04,-5.927,-3.09,Sell,12139384,2513432408,,-0.09,2800,Health Technology
NUZE,15.99,-18.21,-3.56,Sell,120578,232939122,,-0.526,19,Distribution Services
NVAX,101.57,-7.948,-8.77,Buy,91549475,6224016617,,-2.757,165,Health Technology
NVCN,2.09,-3.687,-0.08,Sell,3131690,47332439,,-3.405,110,Health Technology
NVCR,105.91,27.988,23.16,Buy,26541221,10706547810,952.011,0.119,782,Health Technology
NVDA,484.95,-9.352,-50.03,Buy,316365573,2.9956E+11,92.713,5.529,13775,Electronic Technology
NVEC,49,-8.291,-4.43,Sell,365483,236916960,18.171,2.752,46,Technology Services
NVEE,49.25,-4.868,-2.52,Strong Sell,1137774,650799350,34.721,1.48,3362,Commercial Services
NVFY,1.55,-4.321,-0.07,Sell,197940,8597137,,,32,Consumer Durables
NVGS,8.36,-9.719,-0.9,Sell,774052,467368308,,-0.195,83,Transportation
NVIV,1.31,-2.239,-0.03,Sell,1649783,6395734,,-17.718,6,Health Technology
NVMI,49.29,-7.14,-3.79,Buy,2155837,1384634964,35.022,1.479,646,Electronic Technology
NVR,3853.15,-7.562,-315.19,Buy,350274,14265864029,19.447,223.246,5700,Consumer Durables
NVRO,141.17,2.639,3.63,Strong Buy,4956245,4843966210,,-3.007,853,Health Technology
NVST,22.82,-4.877,-1.17,Strong Sell,27967586,3633423220,177.511,0.135,12500,Health Technology
NVT,17.11,-10.513,-2.01,Sell,23291438,2907502300,19.736,0.884,9500,Electronic Technology
NVTA,40.75,16.562,5.79,Buy,51715647,5380059500,,-3.892,1300,Health Services
NVUS,0.9691,130.464,0.55,Sell,213936493,18785616,,-1.168,8,Health Technology
NWBI,8.9,-11.968,-1.21,Sell,11580103,1137473400,15.875,0.583,2333,Finance
NWE,48.01,-7.029,-3.63,Sell,6415668,2428158561,16.195,3.048,1533,Utilities
NWFL,23.44,-5.293,-1.31,Sell,198548,192079783,12.616,1.921,220,Finance
NWGI,1.86,6.286,0.11,Sell,18749361,30997086,,-0.573,67,Consumer Services
NWHM,4.61,6.467,0.28,Buy,883465,84049520,,-2.129,260,Consumer Durables
NWL,16.89,5.695,0.91,Neutral,52584228,7166427000,,-2.437,30000,Producer Manufacturing
NWLI,183.99,-16.364,-36,Sell,180385,650592320,6.595,29.432,287,Finance
NWN,43.41,-15.066,-7.7,Sell,3563186,1326058293,23.086,1.971,1167,Utilities
NWPX,24.59,-13.202,-3.74,Sell,550956,241001918,8.431,3.006,909,Producer Manufacturing
NWS,14.16,-6.038,-0.91,Buy,11143378,8334915840,,-2.157,23500,Consumer Services
NWSA,14.24,-5.82,-0.88,Buy,46276018,8382005760,,-2.157,23500,Consumer Services
NX,17.57,4.521,0.76,Buy,4297679,576390878,,-0.44,3632,Producer Manufacturing
NXE,1.62,-17.975,-0.36,Buy,8766381,610360920,,-0.078,42,Non-Energy Minerals
NXGN,12.11,-8.673,-1.15,Sell,6434831,807366434,147.299,0.084,2754,Technology Services
NXPI,119.94,-4.628,-5.82,Buy,31633692,33490126560,,-0.045,29400,Electronic Technology
NXST,92.19,-3.979,-3.82,Buy,6051373,4175137596,12.515,7.971,16193,Consumer Services
NXTC,8.22,-8.565,-0.77,Neutral,6903420,226484016,,-0.942,69,Health Technology
NXTD,0.3429,-11.166,-0.04,Sell,10078141,12004929,,-0.05,30,Commercial Services
NYC,12.225,-8.083,-1.08,Sell,215607,39547875,,-7.472,,Finance
NYCB,8.42,-6.961,-0.63,Sell,65395887,3906122200,10.871,0.794,2786,Finance
NYMX,2.49,-1.19,-0.03,Sell,2046815,190033563,,-0.15,4,Health Technology
NYT,41.56,-4.085,-1.77,Buy,26423940,6930379360,50.749,0.848,4500,Consumer Services
OAC,10.77,2.767,0.29,Neutral,2493270,270932813,114.823,,,Finance
OAS,0.37,-33.381,-0.19,Sell,373969020,118760750,,-14.077,609,Energy Minerals
OBAS,11.75,-2.083,-0.25,Buy,1359,61291055,222.477,0.055,11,Electronic Technology
OBCI,13.31,-4.929,-0.69,Buy,583668,125940551,23.011,0.62,149,Consumer Non-Durables
OBLG,1.92,-13.122,-0.29,Buy,1426385,10035610,,-2.468,99,Electronic Technology
OBLN,0.8741,1.557,0.01,Sell,3226893,6758218,,-2.473,34,Health Technology
OBNK,19.62,-17.145,-4.06,Sell,742089,461093544,14.471,1.419,751,Finance
OBSV,2.605,-8.275,-0.24,Strong Sell,7660565,145663004,,-1.963,50.1,Health Technology
OC,66.03,-2.38,-1.61,Buy,14014017,7132164420,,-5.503,19000,Process Industries
OCC,2.4,-0.826,-0.02,Sell,160041,18089016,,-0.869,366,Electronic Technology
OCFC,13.28,-14.926,-2.33,Sell,2989067,801574160,8.747,1.552,924,Finance
OCGN,0.31,-10.971,-0.04,Sell,168345068,41852170,,-3.585,16,Health Technology
OCN,21.91,15.195,2.89,Sell,1370929,189906459,,-3.494,5300,Finance
OCSI,6.59,-0.453,-0.03,Sell,683208,194186212,,-0.642,,Miscellaneous
OCSL,4.75,-5,-0.25,Sell,7401077,669564750,,-0.124,,Finance
OCUL,8.23,-5.402,-0.47,Buy,13152622,518144340,,-1.989,161,Health Technology
OCX,1.24,-0.8,-0.01,Sell,15462943,83390744,,-0.511,33,Health Technology
ODC,36.33,3.741,1.31,Buy,243077,252111545,16.848,2.398,801,Process Industries
ODFL,182.18,-9.892,-20,Buy,16355105,21375361580,36.655,4.95,20105,Transportation
ODP,19.21,-17.836,-4.17,Sell,8600745,1011692729,,-5.306,40000,Retail Trade
ODT,14.51,-10.155,-1.64,Sell,9241226,466162770,,-3.866,152,Health Technology
OEC,12.59,3.621,0.44,Sell,11363863,761532589,18.156,0.723,1493,Process Industries
OEG,0.515,-4.15,-0.02,Sell,1097662,15666661,,-0.913,257,Producer Manufacturing
OESX,7.1,11.285,0.72,Buy,10613186,217436790,40.129,0.208,306,Producer Manufacturing
OFED,21.78,-17.06,-4.48,Sell,18379,121247648,34.097,0.684,,Finance
OFG,12.12,-5.607,-0.72,Sell,4026022,622267464,27.153,0.457,2431,Finance
OFIX,28.95,-4.581,-1.39,Sell,1979947,559531125,,-1.142,1055,Health Technology
OFLX,129.21,-1.92,-2.53,Buy,246732,1304284503,77.098,1.668,151,Producer Manufacturing
OFS,4.44,-4.516,-0.21,Sell,1395056,59494668,,-1.648,44,Finance
OGCP,5.97,-4.019,-0.25,Sell,56078,1031714553,,,831,Finance
OGE,29.06,-8.788,-2.8,Sell,21476592,5816940200,,-0.597,2425,Utilities
OGEN,0.66,-9.601,-0.07,Sell,28592616,40263234,,-0.51,7,Health Technology
OGI,1.11,-11.905,-0.15,Sell,39402897,215902770,,-0.509,770,Process Industries
OGS,66.55,-10.213,-7.57,Sell,4741545,3521859275,19.578,3.503,3600,Utilities
OI,9.33,-14.246,-1.55,Sell,21088063,1464399480,,-3.822,27500,Process Industries
OII,3.59,-33.395,-1.8,Sell,21599129,356438894,,-6.876,9100,Industrial Services
OIS,2.88,-34.396,-1.51,Sell,16885365,175768128,,-10.692,3428,Industrial Services
OKE,24.54,-10.699,-2.94,Sell,68577773,10900717080,17.187,1.497,2882,Industrial Services
OKTA,207.72,-3.552,-7.65,Buy,26872620,26606414018,,-1.892,2248,Technology Services
OLB,3.75,-24.242,-1.2,Strong Sell,45496,22919663,,-0.276,24,Technology Services
OLED,169.4,-3.476,-6.1,Buy,5461218,7978807760,79.859,2.16,309,Electronic Technology
OLLI,86.55,-9.41,-8.99,Buy,15084815,5658275490,27.429,3.281,8300,Retail Trade
OLN,12.34,9.689,1.09,Sell,59701411,1948017080,,-1.483,6500,Process Industries
OM,54.35,,,,8914701,2227567360,,,,Health Technology
OMC,48.81,-9.762,-5.28,Sell,30551102,10487755890,11.59,4.311,70000,Commercial Services
OMCL,70.16,5.219,3.48,Neutral,8580187,3000259096,62.493,1.171,2700,Technology Services
OMER,10.24,-14.31,-1.71,Sell,26472971,628924416,,-2.056,258,Health Technology
OMEX,6.44,13.58,0.77,Buy,2066682,78090152,,-1.421,14,Commercial Services
OMF,29.59,1.754,0.51,Sell,11528694,3974587980,6.66,4.638,9700,Finance
OMI,13.79,-16.828,-2.79,Buy,16489528,879544127,,-1.726,15400,Distribution Services
OMP,7.4,-25.628,-2.55,Sell,2668256,148451400,,-0.292,102,Industrial Services
ON,20.08,-6.036,-1.29,Buy,105908706,8249305760,,-0.048,34800,Electronic Technology
ONB,12.115,-13.34,-1.87,Sell,12301506,2000101695,10.726,1.148,2709,Finance
ONCS,3.87,9.632,0.34,Sell,3896322,107056197,,-3.345,38,Health Services
ONCT,1.88,-11.737,-0.25,Sell,1823965,36620332,,-1.239,14,Health Technology
ONCY,1.66,-5.682,-0.1,Sell,4615527,69150620,,-0.757,23,Health Technology
ONDK,1.56,-3.704,-0.06,Sell,8297646,92063556,,-0.657,742,Finance
ONEM,26.36,-9.633,-2.81,,42127535,3327501880,,-0.915,1700,Health Services
ONEW,20.35,-28.796,-8.23,,2807176,132537719,9.31,2.266,1102,Retail Trade
ONTO,28.46,-8.899,-2.78,Sell,6056784,1389286284,,-0.171,1340,Electronic Technology
ONTX,0.2701,12.214,0.03,Sell,472327703,48524545,,-0.875,19,Health Technology
ONVO,6.27,-31.25,-2.85,Sell,1202365,40948806,,-2.323,6,Health Technology
OOMA,12.76,-6.452,-0.88,Sell,3629082,285824000,,-0.49,848,Technology Services
OPBK,5.78,-5.246,-0.32,Sell,407527,87765832,6.777,0.877,168,Finance
OPCH,12.14,4.475,0.52,Sell,13683174,2266732240,,-0.508,5903,Health Services
OPES,12.85,11.739,1.35,Buy,6375491,101040450,,-0.153,2,Finance
OPGN,2.03,-4.695,-0.1,Sell,14063249,40192579,,-5.573,40,Commercial Services
OPHC,2.39,-14.337,-0.4,Sell,623496,7053727,,-0.496,19,Finance
OPK,3.05,-5.864,-0.19,Buy,183082200,2042984550,,-0.326,6096,Health Technology
OPNT,7.98,-8.17,-0.71,Strong Sell,380233,33979638,4.889,2.452,21,Health Technology
OPOF,15.56,-0.575,-0.09,Sell,82879,81242494,10.09,1.527,297,Finance
OPRT,11.63,-7.331,-0.92,Neutral,1720294,317861856,,-7.979,3279,Finance
OPRX,19.13,-5.109,-1.03,Buy,2355171,283447297,,-0.472,50,Technology Services
OPTN,3.88,-14.725,-0.67,Sell,5731838,201730124,,-2.462,224,Health Services
OPTT,0.91,-24.167,-0.29,Sell,17469043,16944746,,-1.282,36,Producer Manufacturing
OPY,21.17,-13.344,-3.26,Sell,2725045,266003167,5.383,4.298,2971,Finance
OR,11.48,-6.667,-0.82,Buy,14101431,1901673480,,-0.998,124,Non-Energy Minerals
ORA,55.6,-8.658,-5.27,Sell,8296924,2839336320,37.548,1.515,1408,Utilities
ORBC,3.44,-14.214,-0.57,Sell,6316774,268157976,,-0.257,786,Communications
ORCC,12.13,-1.702,-0.21,Buy,20639906,4666253310,18.685,0.662,,Finance
ORCL,58.96,3.041,1.74,Buy,381056952,1.77522E+11,19.005,3.266,135000,Technology Services
ORGO,3.57,-17.073,-0.74,Sell,931903,376338690,,-0.374,835,Finance
ORGS,4.77,-9.488,-0.5,Sell,902538,105390765,,-2.554,309,Health Technology
ORI,14.09,-12.539,-2.02,Sell,36720719,4283867240,16.14,0.918,9000,Finance
ORIC,20,-20.16,-5.05,,1286886,599122000,,,57,Health Technology
ORLY,448.62,-3.653,-17.01,Buy,7475530,33226950576,22.316,20.598,82167,Retail Trade
ORMP,2.77,-20.63,-0.72,Sell,3827735,65169236,,-0.582,13,Health Technology
ORN,2.63,0.766,0.02,Sell,2524202,79817607,8.892,0.301,2571,Industrial Services
ORRF,12.44,-9.659,-1.33,Sell,345331,139441204,6.244,2.061,460,Finance
ORSN,10.1715,-0.057,-0.01,Buy,37976,58821785,,-0.012,2,Finance
OSB,28.82,-15.731,-5.38,Buy,4725745,2325774000,238.33,0.125,2400,Non-Energy Minerals
OSBC,7.41,-9.302,-0.76,Sell,1260843,219256713,7.143,1.047,535,Finance
OSG,2.09,-0.948,-0.02,Sell,3205102,180444330,4.974,0.433,713,Transportation
OSH,42.2,-5.445,-2.43,,7830447,10165136000,,,2300,Health Services
OSIS,76.3,-3.111,-2.45,Sell,2550336,1379534520,19.395,4.133,6758,Electronic Technology
OSK,70.85,-7.999,-6.16,Sell,6631287,4825331355,13.354,5.494,15400,Producer Manufacturing
OSMT,4.86,-18.182,-1.08,Sell,5956598,309986838,,-2.934,379,Health Technology
OSPN,20.91,-2.97,-0.64,Buy,6426949,843620223,57.954,0.374,744,Technology Services
OSS,2.18,-14.173,-0.36,Buy,3066286,36248168,75.427,0.035,118,Electronic Technology
OSTK,71.42,-18.377,-16.08,Buy,127723151,3056447468,,-1.174,1613,Retail Trade
OSUR,11.61,-0.939,-0.11,Sell,44799119,830793024,,-0.029,472,Health Technology
OSW,6.3,-9.091,-0.63,Sell,8448364,643567680,,,4298,Consumer Services
OTEL,11.46,-0.434,-0.05,Buy,80379,39213713,5.297,2.18,201,Communications
OTEX,41.345,-8.892,-4.04,Buy,9462828,11240713220,50.13,0.846,14400,Technology Services
OTIC,3.41,-10.733,-0.41,Buy,4545062,164455434,,-1.435,49,Health Technology
OTIS,60.41,-3.959,-2.49,,38704779,26162302390,,,69000,Producer Manufacturing
OTLK,0.645,-2.273,-0.02,Sell,24742805,82033035,,-1.374,14,Health Technology
OTRK,61.32,-15.942,-11.63,Buy,12408497,1066042068,,-1.861,395,Health Services
OTTR,35.8,-7.851,-3.05,Sell,2320877,1463221180,17.137,2.157,2208,Utilities
OVBC,20.2,-11.404,-2.6,Sell,51937,96697400,11.327,1.861,284,Finance
OVID,5.8,1.045,0.06,Buy,10963125,367331400,,-1.549,59,Health Technology
OVLY,11.23,-16.815,-2.27,Sell,107304,92259054,8.333,1.444,192,Finance
OVV,8.44,-23.827,-2.64,Sell,83650139,2193226840,,-14.71,2571,Energy Minerals
OXBR,1.02,-8.929,-0.1,Sell,1100029,5848680,,-0.027,3,Finance
OXFD,12.05,-11.462,-1.56,Sell,2196303,312763775,,-0.639,243,Health Technology
OXM,40.38,-18.474,-9.15,Sell,3266896,681444804,,-3.375,6100,Consumer Non-Durables
OXY,10.41,-18.289,-2.33,Sell,475044771,9682778220,,-14.187,14400,Energy Minerals
OYST,17.83,-21.661,-4.93,Neutral,1363315,459174207,,-2.894,17,Health Technology
OZK,20.5,-11.024,-2.54,Sell,12620812,2636320500,10.016,2.068,2774,Finance
PAA,5.61,-20.763,-1.47,Sell,105388829,4084641000,,-2.953,5000,Industrial Services
PAAS,30.38,-15.985,-5.78,Buy,38729926,6384600040,222.873,0.15,12250,Non-Energy Minerals
PACB,8.5,28.788,1.9,Buy,66202567,1501635500,,-0.333,404,Health Technology
PACD,0.2505,0.441,0,Sell,79858455,18838452,,-7.291,763,Industrial Services
PACK,9.49,6.152,0.55,Buy,4483164,674433356,,-0.274,595,Process Industries
PACW,15.97,-16.3,-3.11,Sell,22067540,1864497500,,-10.042,1835,Finance
PAE,8.14,-7.866,-0.7,Sell,7968453,749211298,159.168,0.054,20000,Commercial Services
PAG,46.96,-0.445,-0.21,Buy,4720153,3772663088,12.201,3.875,27000,Retail Trade
PAGP,5.78,-20.93,-1.53,Sell,43611296,1065022800,,-2.408,5000,Industrial Services
PAGS,36.33,-13.787,-5.81,Buy,26828836,11914433382,40.479,0.969,,Commercial Services
PAHC,17.6,-17.987,-3.86,Sell,2295053,711983958,21.201,0.828,1700,Health Technology
PANA,11.15,11.5,1.15,,132158,,,,,Finance
PAND,12.44,-32.757,-6.06,,3025665,367227556,,,37,Health Technology
PANL,2.25,-8.163,-0.2,Sell,548884,101397825,1437.5,0.004,500,Miscellaneous
PANW,239.13,-7.102,-18.28,Buy,21375729,23045747229,,-2.754,8014,Electronic Technology
PAR,42.01,12.507,4.67,Strong Buy,4305716,766707706,,-1.814,1000,Electronic Technology
PARR,7.32,-15.668,-1.36,Sell,8368271,395025264,,-5.91,1408,Energy Minerals
PASG,12.395,-25.151,-4.17,,3339197,563806407,,,20,Health Technology
PATI,8.55,0,0,Sell,40046,28875744,,-0.03,761,Transportation
PATK,52.79,-6.084,-3.42,Buy,2911471,1237856873,19.631,2.744,7500,Consumer Durables
PAVM,1.81,-8.122,-0.16,Sell,10330511,90684620,,-0.752,15,Health Technology
PAYC,275.53,-7.991,-23.93,Buy,7478535,16127569937,92.871,3.054,3765,Technology Services
PAYS,5.5,-14.596,-0.94,Sell,6366366,272506850,50.887,0.129,70,Commercial Services
PAYX,76.07,-0.523,-0.4,Buy,30007575,27383450390,25.509,3.063,15800,Technology Services
PB,49.26,-9.648,-5.26,Sell,7683449,4564456230,9.906,4.995,3901,Finance
PBA,21.3,-13.905,-3.44,Sell,16701931,11711528100,17.462,1.293,2791,Industrial Services
PBCT,9.89,-6.522,-0.69,Sell,71303963,4201044530,8.766,1.15,6499,Finance
PBF,6.19,-27.687,-2.37,Sell,103929155,743716120,,-4.668,3442,Energy Minerals
PBFS,8.27,2.861,0.23,Sell,529362,214838060,,-0.128,247,Finance
PBFX,8.4,-12.953,-1.25,Sell,2879743,523748400,4.038,2.133,92,Industrial Services
PBH,34.58,-5.078,-1.85,Sell,6450462,1735532162,11.79,3.02,520,Health Technology
PBHC,11.32,19.033,1.81,Sell,42266,53813922,9.489,1.149,163,Finance
PBI,5.05,-8.015,-0.44,Buy,39046839,874064100,,-1.391,11000,Producer Manufacturing
PBIP,9.9,0.101,0.01,Sell,233607,80655399,7.558,1.341,88,Finance
PBPB,3.93,-8.178,-0.35,Sell,3727384,93923070,,-1.654,6000,Consumer Services
PBTS,1.879,-27.171,-0.7,Sell,1162984,17285936,,-1.205,248,Technology Services
PBYI,9.69,-5.831,-0.6,Sell,10865796,384468192,,-1.066,269,Health Technology
PCAR,81.61,-4.928,-4.23,Buy,27463097,28249219890,17.368,4.749,27000,Producer Manufacturing
PCB,8.29,-13.194,-1.26,Sell,256689,127485278,7.651,1.142,256,Finance
PCG,9.6,3.672,0.34,Sell,418441850,18638112000,,-12.921,23000,Utilities
PCOM,9.8,-8.326,-0.89,Sell,354239,129628520,96.75,0.107,269,Commercial Services
PCPL,10.28,0,0,,747503,,,,,Finance
PCPL.U,10.91,1.963,0.21,,401283,,,,,Finance
PCRX,58.94,-5.726,-3.58,Buy,7537427,2519225268,,-0.241,606,Health Technology
PCSB,11.89,-6.23,-0.79,Sell,1082712,199766268,20.836,0.598,175,Finance
PCTI,5.63,-11.199,-0.71,Sell,1541327,104944889,29.581,0.202,331,Communications
PCTY,148.12,0.591,0.87,Buy,5074937,7970855620,129.977,1.204,3600,Technology Services
PCVX,55.4,22.35,10.12,,7623384,2821184060,,,,Health Technology
PCYG,4.59,-7.46,-0.37,Sell,494463,89319105,135.028,0.036,74,Technology Services
PCYO,9,-7.787,-0.76,Sell,1533679,214682400,26.834,0.348,29,Utilities
PD,26.02,-20.355,-6.65,Neutral,57813598,2066864874,,-0.67,669,Technology Services
PDCE,10.98,-27.477,-4.16,Sell,29304044,1093608000,,-7.256,540,Energy Minerals
PDCO,22.48,-22.509,-6.53,Buy,24044211,2164356416,,-6.292,7800,Distribution Services
PDEX,27.01,-6.41,-1.85,Strong Buy,443770,103671133,17.963,1.573,117,Health Services
PDFS,19,-8.213,-1.7,Buy,2501149,693904700,,-0.189,353,Technology Services
PDLB,8.21,1.233,0.1,Sell,169269,141007571,,-0.534,,Finance
PDLI,3.02,-9.851,-0.33,Buy,15424653,344225640,,-1.325,75,Health Technology
PDS,0.6327,-9.108,-0.06,Sell,5196236,173676150,,-0.157,,Industrial Services
PDSB,2.38,-2.058,-0.05,Sell,7709000,52982608,,-2.464,20,Health Technology
PE,8.89,-17.302,-1.86,Sell,125772087,3357628540,,-9.844,496,Energy Minerals
PEBK,15.78,-7.176,-1.22,Sell,182653,91326750,8.352,1.959,337,Finance
PEBO,18.43,-12.819,-2.71,Sell,1123896,367125600,11.62,1.645,900,Finance
PECK,3.41,-0.583,-0.02,Strong Sell,3870057,18066180,,-0.173,50,Industrial Services
PED,1.06,-19.697,-0.26,Sell,6843411,76452818,,-0.192,16,Industrial Services
PEG,51.92,-0.613,-0.32,Sell,34544404,26258851520,15.297,3.45,7130,Utilities
PEGA,116.13,-9.605,-12.34,Buy,4385048,9338628789,,-0.948,5155,Technology Services
PEIX,7.35,85.606,3.39,Buy,123688137,418847806,,-1.637,500,Process Industries
PEN,204.47,-2.238,-4.68,Buy,7182345,7382880078,717.346,0.31,2700,Health Technology
PENN,69,35.029,17.9,Buy,168660088,9496401000,,-7.369,28300,Consumer Services
PEP,131,-6.469,-9.06,Buy,76602715,1.81387E+11,26.995,4.922,267000,Consumer Non-Durables
PERI,6.3,3.618,0.22,Buy,2770302,168000840,21.309,0.303,399,Technology Services
PESI,6.79,-5.035,-0.36,Buy,216265,82462513,20.46,0.341,325,Industrial Services
